result,fighter,opponent,date,weight_class,method,type,kd_dif,str_dif,td_dif,sub_dif,td_avg_dif,td_def_dif,sub_avg_dif,slpm_dif,str_acc_dif,sapm_dif,str_def_dif,str_efc_dif,stance_win_ratio,win_perc_dif,win_strk_dif,lose_strk_dif,outlier,lof_outlier,kd_dif_pred,str_dif_pred,td_dif_pred,sub_dif_pred
win,Daniel Zellhuber,Lando Vannata,2023-04-15,Lightweight,U-DEC,Unanimous,1.3500788545962257,0.9730674842716918,0.0031957046163765,-0.0087521302944049,-0.4242179962926626,0.7612872263442413,-0.3,0.5631312323775073,-0.4354848087143385,0.0555941512958454,-0.1946808138369412,-0.00433,0.900829500869146,-0.988542905551944,0.0091441895185732,-0.0181883826165381,False,False,1.1849597,1.1849597,1.1849597,1.1849597
lose,Bruna Brasil,Denise Gomes,2023-04-15,Women's Strawweight,KO/TKO,Punches,-1.3416592795753577,-1.4558542759854387,-1.1756505636785408,-0.0087521302944049,0.3102479091976428,-0.1714350953403955,-1.2,-0.9422746281458164,2.457191138636047,0.6991025700331522,-1.1522109089703276,0.0,0.2322519901094404,0.0013934042521483,0.0091441895185732,-1.0383332813020203,False,True,,,,
win,Gaston Bolanos,Aaron Phillips,2023-04-15,Bantamweight,U-DEC,Unanimous,0.0042097875104341,1.6723025364669264,-1.1756505636785408,-0.8696924549470987,-0.4802840959484111,-0.1368898241668904,-0.6,1.6733680545134575,-0.3528369245043278,-1.5910303319437331,1.111042043163131,0.0,-1.880897177516757,0.0013934042521483,0.0091441895185732,-2.0584781799875027,False,False,-0.021312851,-0.021312851,-0.021312851,-0.021312851
lose,Alex Pereira,Israel Adesanya,2023-04-08,Middleweight,KO/TKO,Punch,-1.3416592795753577,0.2738324320764572,0.0031957046163765,-0.0087521302944049,0.1252297803336727,-0.1368898241668906,-0.2,0.7952146358748526,0.8042334544358265,0.5603066365800072,-0.2817290043036118,-0.0033399999999999,-1.2595986437265314,0.3478711126835807,2.2364945812045742,-1.0383332813020203,False,False,0.051882632,0.051882632,0.051882632,0.051882632
lose,Jorge Masvidal,Gilbert Burns,2023-04-08,Welterweight,U-DEC,Unanimous,0.0042097875104341,-0.1309878612997312,-1.5685993197768464,-0.0087521302944049,-0.3176924069467405,0.8649230398647563,-0.2,0.4188631707440216,-0.1048932718742945,-0.1778353731480796,0.8498974717631159,0.00361,0.2322519901094404,-0.3698327119243862,-0.547693408402927,3.0422463134399087,True,False,,,,
win,Rob Font,Adrian Yanez,2023-04-08,Bantamweight,KO/TKO,Punch,1.3500788545962257,0.2738324320764572,0.0031957046163765,-0.0087521302944049,0.5681519676140858,-1.5532459422805978,0.4,-0.1958442223030019,0.4736419175957825,-1.1683336255182473,-0.2817290043036118,-0.01409,0.2322519901094404,-0.8895492745715345,-2.775043800088928,2.022101414754426,False,False,-0.9535688,-0.9535688,-0.9535688,-0.9535688
win,Kevin Holland,Santiago Ponzinibbio,2023-04-08,Welterweight,KO/TKO,Punch,1.3500788545962257,0.7890582600097878,0.0031957046163765,-0.0087521302944049,0.2037223198517206,-0.3441614512079207,0.5,-0.5031979188265139,0.886881338645838,-1.061082222395363,-0.804018147103641,-0.00599,0.2322519901094404,-0.1718454499635676,-0.547693408402927,2.022101414754426,False,False,1.4477788,1.4477788,1.4477788,1.4477788
win,Christian Rodriguez,Raul Rosas Jr.,2023-04-08,Bantamweight,U-DEC,Unanimous,0.0042097875104341,0.9730674842716918,-0.782701807580235,-0.8696924549470987,-1.539933379442058,2.281279157978464,-0.6000000000000001,1.3221066870580154,0.4736419175957825,0.232243521145302,1.6333311859631587,0.0,-1.2595986437265314,-2.473447370258082,-0.547693408402927,1.001956516068944,False,False,0.09245554,0.09245554,0.09245554,0.09245554
win,Kelvin Gastelum,Chris Curtis,2023-04-08,Middleweight,U-DEC,Unanimous,0.0042097875104341,0.457841656338361,0.0031957046163765,-0.0087521302944049,0.562545357648511,-1.3114290440660623,0.1,-1.243355800250481,-0.7660763455543828,-1.83076876245371,0.2405601384964154,-0.00359,1.1593393261852534,-0.5430715661401025,-0.547693408402927,2.022101414754426,False,False,-0.06647788,-0.06647788,-0.06647788,-0.06647788
lose,Michelle Waterson-Gomez,Luana Pinheiro,2023-04-08,Women's Strawweight,S-DEC,Split,0.0042097875104341,0.605049035747884,0.3961444607146823,-0.0087521302944049,-0.7998608639861777,0.761287226344241,0.2999999999999999,-0.1582090757899188,0.5562898018057937,0.2196257090131979,-1.0651627185036556,0.0,0.2322519901094404,-1.2360269830029669,-0.547693408402927,2.022101414754426,False,False,-0.019623034,-0.019623034,-0.019623034,-0.019623034
win,Joe Pyfer,Gerald Meerschaert,2023-04-08,Middleweight,KO/TKO,Punches,0.0042097875104341,0.1266250526669341,0.0031957046163765,-0.0087521302944049,-0.261626307290992,0.726741955170736,-0.8999999999999999,0.3122302556236196,0.2256982649657497,-0.518516300714889,0.1535119480297448,0.06347,-1.880897177516757,1.1645685682719569,0.0091441895185732,-0.0181883826165381,False,False,0.06455743,0.06455743,0.06455743,0.06455743
lose,Cynthia Calvillo,Loopy Godinez,2023-04-08,Women's Strawweight,S-DEC,Split,0.0042097875104341,0.605049035747884,0.3961444607146823,-0.0087521302944049,-0.9119930632976748,-0.1368898241668906,0.2,0.1428720963147457,-0.9313721139744044,0.2259346150792501,0.1535119480297448,0.0,0.2322519901094404,0.12513544297766,0.0091441895185732,3.0422463134399087,True,False,,,,
win,Ignacio Bahamondes,Trey Ogden,2023-04-08,Catch Weight,U-DEC,Unanimous,0.0042097875104341,2.077122829843115,0.0031957046163765,-0.0087521302944049,-0.373758506602489,-0.1714350953403957,-0.1999999999999999,2.814967498743644,0.5562898018057937,-0.2346155277425477,0.3276083289630869,0.00292,0.2322519901094404,0.4221163359188876,0.5659817874400735,-0.0181883826165381,False,False,0.06880355,0.06880355,0.06880355,0.06880355
lose,Shayilan Nuerdanbieke,Steve Garcia,2023-04-08,Featherweight,KO/TKO,Punch,0.0042097875104341,0.0162195181097918,0.3961444607146823,-0.0087521302944049,0.7812031463059301,-1.864153382842143,-0.4,-1.625979789800159,-0.931372113974405,0.213316802947146,0.3276083289630874,-0.03263,-1.880897177516757,1.0408265295464452,1.1228193853615738,-0.0181883826165381,False,False,0.056775793,0.056775793,0.056775793,0.056775793
lose,Marlon Vera,Cory Sandhagen,2023-03-25,Bantamweight,S-DEC,Split,0.0042097875104341,-2.5967114664092428,-1.1756505636785408,0.8521881943582889,-0.1551007179450698,0.1740176163946548,0.7,-1.199448129318551,0.3909940333857715,0.7117203821652558,-0.5428735757036264,0.00702,1.607200685518856,0.050890219742353,1.679656983283074,-0.0181883826165381,False,False,0.020034095,0.020034095,0.020034095,0.020034095
win,Holly Holm,Yana Santos,2023-03-25,Women's Bantamweight,U-DEC,Unanimous,0.0042097875104341,0.3842379666335995,1.5749907290095997,-0.0087521302944049,-0.1999535976696686,1.1412852092527968,-0.1,-0.4216551013815003,-1.261963650814449,-0.0201127214967789,0.5017047098964309,0.00269,1.1593393261852534,-0.0728518189831583,0.0091441895185732,-0.0181883826165381,False,False,-0.00081362575,-0.00081362575,-0.00081362575,-0.00081362575
win,Nate Landwehr,Austin Lingo,2023-03-25,Featherweight,SUB,Rear Naked Choke,0.0042097875104341,0.5682471908955034,0.3961444607146823,0.8521881943582889,0.4560197683025889,0.2776534299151701,1.4,1.4036495045030286,0.7215855702258154,0.7306471003634117,-0.1946808138369402,-0.0137,0.2322519901094404,-0.6173167893754092,0.5659817874400735,-0.0181883826165381,False,False,0.029975858,0.029975858,0.029975858,0.029975858
win,Maycee Barber,Andrea Lee,2023-03-25,Women's Flyweight,S-DEC,Split,0.0042097875104341,0.3106342769288379,-1.1756505636785408,-0.0087521302944049,-0.4522510461205369,-0.2405256376874058,-0.5,-0.5533781141772914,0.2256982649657497,-0.6005320795735652,-0.8910663375703125,-0.00147,0.900829500869146,0.471613151409092,1.679656983283074,-1.0383332813020203,False,False,0.022912804,0.022912804,0.022912804,0.022912804
lose,Chidi Njokuani,Albert Duraev,2023-03-25,Middleweight,S-DEC,Split,0.0042097875104341,-0.2045915510044927,-0.782701807580235,-0.0087521302944049,-1.158683901782968,0.6921966839972308,-0.3999999999999999,0.538041134702118,1.7960080649559584,0.0619030573618975,-0.6299217661702979,0.02899,0.2322519901094404,0.4221163359188876,0.0091441895185732,-0.0181883826165381,False,False,0.14396513,0.14396513,0.14396513,0.14396513
lose,Tucker Lutz,Daniel Pineda,2023-03-25,Featherweight,SUB,Guillotine Choke,-1.3416592795753577,0.1266250526669341,-0.3897530514819292,-1.7306327795997924,0.0355240208844751,0.7267419551707358,-1.5,0.5819488056340485,-0.0222453876642834,-0.0958195942894033,-0.1076326233702697,-0.00559,0.2322519901094404,0.0013934042521483,0.0091441895185732,-0.0181883826165381,False,False,-1.2104048,-1.2104048,-1.2104048,-1.2104048
lose,Steven Peterson,Lucas Alexander,2023-03-25,Featherweight,U-DEC,Unanimous,-1.3416592795753577,-2.191891173033054,0.0031957046163765,-0.0087521302944049,0.7980229762026547,-0.0677992818198804,0.7,-0.1958442223030019,-1.0966678823944267,2.642245638377176,-1.6745000517703552,0.00202,0.2322519901094404,1.0655749372915475,0.0091441895185732,-0.0181883826165381,False,False,-1.3104509,-1.3104509,-1.3104509,-1.3104509
lose,Preston Parsons,Trevin Giles,2023-03-25,Welterweight,S-DEC,Split,0.0042097875104341,-0.4990063098235389,1.182041972911294,2.5740688436636767,1.022287374825649,0.9340135822117664,3.2,0.7073992940109916,0.1430503807557386,1.0587102157981172,-0.8910663375703125,-0.00917,0.2322519901094404,0.0013934042521483,0.0091441895185732,-0.0181883826165381,True,False,,,,
lose,Daniel Lacerda,CJ Vergara,2023-03-25,Flyweight,KO/TKO,Elbows,2.6959479216820177,-1.3086468965759157,0.3961444607146823,0.8521881943582889,0.8540890758584032,-2.4859682639652343,1.2,-0.5659231630149855,-0.6834284613443722,3.1658848418594934,-1.6745000517703557,0.0,0.900829500869146,-1.2360269830029669,0.0091441895185732,1.001956516068944,True,True,,,,
win,Leon Edwards,Kamaru Usman,2023-03-18,Welterweight,M-DEC,Majority,0.0042097875104341,1.1938785533859764,-1.5685993197768464,-0.0087521302944049,-0.9512393330566986,-0.965976332331012,0.1999999999999999,-1.0551800676850658,0.0604024965457276,-0.2156888095443917,-0.1076326233702697,0.00038,-0.8917096391734235,-0.1965938577086699,5.577520168733576,-1.0383332813020203,True,False,,,,
win,Justin Gaethje,Rafael Fiziev,2023-03-18,Lightweight,M-DEC,Majority,0.0042097875104341,0.2002287423716956,0.3961444607146823,-0.0087521302944049,-0.0990346182893213,-0.5168878070754462,0.0,1.441284651016112,0.7215855702258154,1.5760405132143838,0.4146565194297594,0.00196,-1.2595986437265314,-0.988542905551944,-3.3318813980104287,1.001956516068944,True,False,,,,
win,Gunnar Nelson,Bryan Barberena,2023-03-18,Welterweight,SUB,Armbar,0.0042097875104341,0.0898232078145533,0.3961444607146823,0.8521881943582889,0.9830411050666248,0.4158345146091904,0.7,-2.504133208438764,1.0521771070658597,-1.1494069073200914,0.4146565194297589,-0.00149,1.7549738468201646,0.1993806662129667,0.5659817874400735,-1.0383332813020203,False,False,-0.018569041,-0.018569041,-0.018569041,-0.018569041
win,Jennifer Maia,Casey O'Neill,2023-03-18,Women's Flyweight,U-DEC,Unanimous,0.0042097875104341,0.2738324320764572,0.0031957046163765,-0.0087521302944049,-0.9456327230911238,-0.4823425359019411,-0.6,-2.692308941004179,-1.4272594192344712,-0.7014745766303978,-0.2817290043036118,0.0,0.2322519901094404,-1.2360269830029669,-1.1045310063244274,-0.0181883826165381,False,False,-0.022909813,-0.022909813,-0.022909813,-0.022909813
lose,Roman Dolidze,Marvin Vettori,2023-03-18,Middleweight,U-DEC,Unanimous,0.0042097875104341,-1.3086468965759157,0.0031957046163765,-0.0087521302944049,-0.0261486887368482,-1.4496101287600829,1.2,-0.8670043351196501,-0.0222453876642834,-0.3986470854599006,-0.3687771947702833,0.0113599999999999,-1.880897177516757,0.471613151409092,1.679656983283074,-1.0383332813020203,False,False,-0.13608754,-0.13608754,-0.13608754,-0.13608754
lose,Makwan Amirkhani,Jack Shore,2023-03-18,Featherweight,SUB,Rear Naked Choke,0.0042097875104341,-0.6830155340854428,0.0031957046163765,-0.8696924549470987,0.3046412992320679,-1.518700671107093,0.4000000000000001,-1.5883446432870758,-1.1793157666044374,0.4972175759194869,-0.9781145280369836,-0.00301,1.1593393261852534,-0.5183231583949999,0.0091441895185732,-0.0181883826165381,False,False,0.02781672,0.02781672,0.02781672,0.02781672
win,Chris Duncan,Omar Morales,2023-03-18,Lightweight,S-DEC,Split,0.0042097875104341,0.2002287423716956,1.9679394851079053,-0.0087521302944049,2.395906816391488,-2.175060823403689,0.0,0.7826695870371583,0.9695292228558486,0.9577677187412852,-1.5004036708370128,-0.00433,0.2322519901094404,-1.4835110604539896,0.0091441895185732,-1.0383332813020203,False,False,0.07029965,0.07029965,0.07029965,0.07029965
lose,Sam Patterson,Yanal Ashmouz,2023-03-18,Lightweight,KO/TKO,Punches,0.0042097875104341,-0.4990063098235389,-0.3897530514819292,-0.0087521302944049,-6.726047597598795,1.1412852092527968,2.8,-5.93520406554817,-3.245512871854713,1.5066425464878113,-2.370885575503727,0.0,0.2322519901094404,0.0013934042521483,0.0091441895185732,-0.0181883826165381,True,True,,,,
win,Muhammad Mokaev,Jafel Filho,2023-03-18,Flyweight,SUB,Neck Crank,0.0042097875104341,0.2370305872240764,1.5749907290095997,-0.0087521302944049,3.4723759297818586,-1.8986986540156483,-0.3999999999999999,-0.2146617955595435,1.465416528115915,-0.6573122341680334,1.2851384240964732,0.0,0.2322519901094404,2.476234178762379,1.1228193853615738,-0.0181883826165381,True,False,,,,
lose,Gabriel Santos,Lerone Murphy,2023-03-18,Featherweight,S-DEC,Split,0.0042097875104341,-0.9038266031997272,1.5749907290095997,-0.0087521302944049,2.339840716735739,0.2431081587416652,-0.6,0.6258564765659783,0.6389376860158051,2.25109346228195,-1.1522109089703276,-0.01351,0.2322519901094404,-2.473447370258082,-1.6613686042459277,-0.0181883826165381,False,True,,,,
lose,Dusko Todorovic,Christian Duncan,2023-03-18,Middleweight,KO/TKO,Other,0.0042097875104341,-0.2045915510044927,0.0031957046163765,-0.0087521302944049,0.5401189177862117,1.5558284633348576,0.0,0.437680744000563,-0.6007805771343611,1.525569264685967,1.1110420431631305,0.0,-1.2595986437265314,1.2388137915072637,0.5659817874400735,-0.0181883826165381,False,False,-0.0010556472,-0.0010556472,-0.0010556472,-0.0010556472
win,Jake Hadley,Malcolm Gordon,2023-03-18,Flyweight,KO/TKO,Punch,1.3500788545962257,0.2370305872240764,0.0031957046163765,-0.0087521302944049,-0.6372691749845071,0.9685588533852716,1.1,1.4161945533407234,0.4736419175957825,0.8000450670899845,1.7203793764298307,0.0,-0.8917096391734235,0.620103597879706,0.5659817874400735,-1.0383332813020203,False,False,1.3583266,1.3583266,1.3583266,1.3583266
lose,Luana Carolina,Joanne Wood,2023-03-18,Women's Flyweight,S-DEC,Split,0.0042097875104341,-1.1614395171663927,-0.782701807580235,-0.0087521302944049,-0.8783534035042256,0.6576514128237261,0.5,-1.2370832758316337,-0.1048932718742945,-0.1778353731480796,-0.5428735757036268,0.0007599999999999,0.2322519901094404,0.2488774817031714,0.0091441895185732,-2.0584781799875027,False,False,0.20096625,0.20096625,0.20096625,0.20096625
lose,Petr Yan,Merab Dvalishvili,2023-03-11,Bantamweight,U-DEC,Unanimous,0.0042097875104341,-2.6703151561140044,-3.926291856366681,-0.0087521302944049,-2.7117148622472014,0.243108158741665,-0.1999999999999999,0.3435928777178557,0.9695292228558492,1.1722705249870535,0.2405601384964154,0.0088,0.900829500869146,-0.1223486344733632,-3.888718995931929,2.022101414754426,True,False,,,,
win,Alexander Volkov,Alexandr Romanov,2023-03-11,Heavyweight,KO/TKO,Punches,0.0042097875104341,0.4210398114859802,0.0031957046163765,-0.0087521302944049,-2.4930570735897826,1.832190632722898,-1.0,0.7826695870371577,0.5562898018057932,0.6360135093726317,0.5887529003631019,0.00329,-1.880897177516757,-0.3450843041792839,0.5659817874400735,-1.0383332813020203,False,False,-0.033533223,-0.033533223,-0.033533223,-0.033533223
win,Nikita Krylov,Ryan Spann,2023-03-11,Catch Weight,SUB,Triangle Choke,0.0042097875104341,0.0530213629621726,0.3961444607146823,0.8521881943582889,0.3663140088533914,0.2776534299151703,-0.5,0.676036671916756,0.886881338645838,-0.5311341128469927,-0.3687771947702838,-0.03444,0.2322519901094404,-0.4688263429047952,0.0091441895185732,-0.0181883826165381,False,False,0.021551523,0.021551523,0.021551523,0.021551523
lose,Said Nurmagomedov,Jonathan Martinez,2023-03-11,Bantamweight,U-DEC,Unanimous,0.0042097875104341,0.3106342769288379,1.182041972911294,0.8521881943582889,0.3214611291287925,-0.1368898241668902,1.1,-0.6976461758107763,-0.1875411560843056,-1.042155504197207,-0.1076326233702687,-0.00702,-1.880897177516757,0.3973679281737851,0.0091441895185732,-0.0181883826165381,False,False,-0.05651211,-0.05651211,-0.05651211,-0.05651211
win,Mario Bautista,Guido Cannetti,2023-03-11,Bantamweight,SUB,Rear Naked Choke,0.0042097875104341,0.0162195181097918,0.7890932168129882,0.8521881943582889,0.3607073988878165,-0.0677992818198804,0.9,1.1715661010056833,-0.4354848087143389,0.5666155426460594,0.2405601384964163,0.00485,1.7549738468201646,0.9913297140562406,1.679656983283074,-0.0181883826165381,False,False,-1.2299466,-1.2299466,-1.2299466,-1.2299466
lose,Anton Turkalj,Vitor Petrino,2023-03-11,Light Heavyweight,U-DEC,Unanimous,0.0042097875104341,-0.2413933958568735,-0.782701807580235,-0.8696924549470987,1.414750072415888,-1.7259722981481231,-0.6,-1.1618129828054675,0.8042334544358265,0.0177407148995332,0.2405601384964163,0.0,0.2322519901094404,0.0013934042521483,0.0091441895185732,1.001956516068944,False,False,0.12044205,0.12044205,0.12044205,0.12044205
lose,Lukasz Brzeski,Karl Williams,2023-03-11,Heavyweight,U-DEC,Unanimous,-1.3416592795753577,-0.4622044649711581,-3.14039434417007,-0.0087521302944049,-1.8595101474798243,-2.002334467536164,0.7,1.3534693091522514,-0.1875411560843056,0.9830033430054932,-0.5428735757036264,0.0,0.2322519901094404,0.0013934042521483,0.0091441895185732,1.001956516068944,True,False,,,,
lose,Raphael Assuncao,Davey Grant,2023-03-11,Bantamweight,SUB,Inverted Triangle,-1.3416592795753577,-0.8670247583473466,1.9679394851079053,-0.8696924549470987,0.1364430002648224,0.5540155993032108,0.0,-0.992454823496594,-0.1875411560843056,-0.8718150404138024,1.023993852696459,-0.00311,0.2322519901094404,0.7685940443503196,0.0091441895185732,-0.0181883826165381,False,False,-1.305184,-1.305184,-1.305184,-1.305184
win,Josh Fremd,Sedriques Dumas,2023-03-11,Middleweight,SUB,Guillotine Choke,0.0042097875104341,0.457841656338361,0.7890932168129882,1.7131285190109828,-0.0822147883925967,1.072194666905787,-0.0999999999999998,0.331047828880161,0.4736419175957825,-0.7267102008946059,-0.3687771947702843,0.0,0.2322519901094404,0.0013934042521483,0.0091441895185732,2.022101414754426,False,False,0.027354244,0.027354244,0.027354244,0.027354244
win,Victor Henry,Tony Gravely,2023-03-11,Bantamweight,S-DEC,Split,0.0042097875104341,2.886763416595492,-1.1756505636785408,1.7131285190109828,-3.025685020319393,0.9340135822117664,0.3999999999999999,3.0282333289844483,0.473641917595783,0.9577677187412854,0.3276083289630874,-0.01026,0.900829500869146,0.0013934042521483,0.0091441895185732,-0.0181883826165381,True,True,,,,
win,Ariane Lipski,JJ Aldrich,2023-03-11,Women's Flyweight,U-DEC,Unanimous,0.0042097875104341,1.893113605581211,0.7890932168129882,-0.0087521302944049,-0.1943469877040937,0.104927074047645,0.3,-0.0892113071825999,-0.5181326929243495,-0.4806628643185768,-0.7169699566369695,0.01103,-1.880897177516757,-1.1122849442774552,-1.6613686042459277,1.001956516068944,False,False,-0.019251898,-0.019251898,-0.019251898,-0.019251898
win,Bruno Silva,Tyson Nam,2023-03-11,Flyweight,SUB,Rear Naked Choke,1.3500788545962257,0.3842379666335995,0.0031957046163765,0.8521881943582889,0.3438875689910919,-1.000521603504517,0.0,0.6007663788905896,1.2174728754858812,-0.5563697371112014,-1.32630728990367,-0.00417,0.2322519901094404,0.4221163359188874,-0.547693408402927,2.022101414754426,False,False,1.2998669,1.2998669,1.2998669,1.2998669
lose,Ciryl Gane,Jon Jones,2023-03-04,Heavyweight,SUB,Guillotine Choke,0.0042097875104341,0.0162195181097918,-0.782701807580235,-0.8696924549470987,-0.7381881543648542,-1.725972298148123,0.0,0.4815884149324935,0.1430503807557386,0.0240496209655851,-0.1946808138369412,0.00113,0.2322519901094404,-0.1470970422184652,-8.900257377225431,-0.0181883826165381,True,False,,,,
win,Alexa Grasso,Valentina Shevchenko,2023-03-04,Women's Flyweight,SUB,Rear Naked Choke,0.0042097875104341,-1.0510339826092503,-1.5685993197768464,0.8521881943582889,-1.2259632213698664,-0.3787067223814258,0.3,0.9833903684402676,-0.8487242297643939,1.3173753645062505,-0.3687771947702843,-0.00129,-1.880897177516757,-0.3945811196694885,-2.775043800088928,-0.0181883826165381,False,False,-0.014177336,-0.014177336,-0.014177336,-0.014177336
lose,Geoff Neal,Shavkat Rakhmonov,2023-03-04,Welterweight,SUB,Rear Naked Choke,0.0042097875104341,-1.6398635002473425,0.0031957046163765,-0.8696924549470987,-0.5475634155353093,-0.447797264728436,-1.4,0.4690433660947988,-0.7660763455543823,1.8914858165169848,0.4146565194297584,-0.0018399999999999,1.1593393261852534,-0.5430715661401022,-1.1045310063244274,-0.0181883826165381,False,False,-0.053269617,-0.053269617,-0.053269617,-0.053269617
win,Mateusz Gamrot,Jalin Turner,2023-03-04,Lightweight,S-DEC,Split,-1.3416592795753577,-0.4254026201187774,1.5749907290095997,-0.0087521302944049,2.048296998525846,0.5540155993032108,-1.4,-1.6447973630567003,0.3909940333857715,-0.3481758369314843,1.459234805029816,-0.0101599999999999,-0.3729596759186797,-0.1965938577086699,-2.775043800088928,1.001956516068944,False,False,-1.2897024,-1.2897024,-1.2897024,-1.2897024
win,Bo Nickal,Jamie Pickett,2023-03-04,Middleweight,SUB,Arm Triangle,0.0042097875104341,-0.0205823267425889,0.3961444607146823,1.7131285190109828,6.258861082672559,-2.278696636924204,15.4,-0.9485471525646636,0.5562898018057932,-2.5310573357854853,1.546282995496488,0.0,1.1593393261852534,-0.8153040513362277,0.0091441895185732,-2.0584781799875027,True,True,,,,
win,Cody Garbrandt,Trevin Jones,2023-03-04,Bantamweight,U-DEC,Unanimous,0.0042097875104341,0.2002287423716956,0.3961444607146823,-0.8696924549470987,0.2878214693353433,0.6231061416502209,-0.2,0.5317686102832709,0.2256982649657497,-0.2472333398746518,1.8944757573631728,0.02688,-1.880897177516757,1.4368010534680822,0.0091441895185732,-1.0383332813020203,False,False,-0.01323826,-0.01323826,-0.01323826,-0.01323826
